sub_id,remainder_twh,phase1_twh,total_twh,name,lat,lon,ba,state
37164,0.067555,0.0,0.067555,LANCASTER 5,34.7784,-117.926,CISO,CA
37165,0.06713,0.0,0.06713,LANCASTER 6,34.6668,-117.771,CISO,CA
37166,0.023626,0.0,0.023626,GLENDORA 1,34.0362,-117.789,CISO,CA
37167,0.040139,0.0,0.040139,WALNUT 1,34.0697,-117.784,CISO,CA
37168,0.040139,0.0,0.040139,WALNUT 2,34.0085,-117.793,CISO,CA
37169,0.024402,0.0,0.024402,COVINA 4,34.1507,-117.817,CISO,CA
37170,0.024061,0.0,0.024061,GLENDORA 2,34.1222,-117.768,CISO,CA
37171,0.024061,0.0,0.024061,GLENDORA 3,34.1891,-117.77,CISO,CA
37172,0.043287,0.0,0.043287,DIAMOND BAR 1,34.0704,-117.793,CISO,CA
37173,0.043287,0.0,0.043287,DIAMOND BAR 2,33.9387,-117.914,CISO,CA
37174,0.016648,0.0,0.016648,PALMDALE 7,34.5035,-117.765,CISO,CA
37175,0.030863,0.0,0.030863,SAN DIMAS 1,34.1736,-117.827,CISO,CA
37176,0.030863,0.0,0.030863,SAN DIMAS 2,34.1903,-117.849,CISO,CA
37177,0.032178,0.0,0.032178,POMONA 1,34.0385,-117.733,CISO,CA
37178,0.032178,0.0,0.032178,POMONA 2,34.1251,-117.849,CISO,CA
37179,0.031867,0.0,0.031867,LA VERNE 1,34.1522,-117.724,CISO,CA
37180,0.030977,0.0,0.030977,LA VERNE 2,34.205,-117.778,CISO,CA
37181,0.066716,0.0,0.066716,POMONA 3,33.9475,-117.796,CISO,CA
37182,0.066716,0.0,0.066716,POMONA 4,33.9559,-117.741,CISO,CA
37183,0.044788,0.0,0.044788,POMONA 5,34.0621,-117.748,CISO,CA
37184,0.044788,0.0,0.044788,POMONA 6,34.1235,-117.824,CISO,CA
37185,0.033265,0.0,0.033265,CLAREMONT 1,34.1242,-117.8,CISO,CA
37186,0.033265,0.0,0.033265,CLAREMONT 2,34.1986,-117.803,CISO,CA
37187,0.031484,0.0,0.031484,RIDGECREST 1,35.6925,-117.669,CISO,CA
37188,0.03079,0.0,0.03079,RIDGECREST 2,35.5741,-117.632,CISO,CA
37189,0.009121,0.0,0.009121,WRIGHTWOOD,34.3747,-117.617,CISO,CA
37190,0.0,0.044311,0.044311,OXNARD 9,34.1292,-119.169,CISO,CA
37200,0.000186,0.0,0.000186,CANTIL,35.248,-118.175,CISO,CA
37202,0.004286,0.0,0.004286,BORON 1,35.0122,-117.556,CISO,CA
37207,0.020976,0.0,0.020976,PASADENA 7,34.1254,-118.148,CISO,CA
37211,0.002133,0.0,0.002133,TEHACHAPI 3,35.2608,-118.247,CISO,CA
37214,0.000217,0.0,0.000217,BAKERSFIELD 23,35.7415,-119.051,CISO,CA
37215,0.008635,0.0,0.008635,TUPMAN 1,35.4791,-119.737,CISO,CA
37220,0.031039,0.0,0.031039,EL SEGUNDO 1,33.9106,-118.425,CISO,CA
37222,0.026018,0.0,0.026018,NORWALK 4,33.9296,-118.105,CISO,CA
37227,0.005466,0.0,0.005466,SANTA CLARITA 4,34.5902,-118.455,CISO,CA
37235,0.010188,0.0,0.010188,MOJAVE 7,35.0506,-118.171,CISO,CA
37247,0.0,0.200244,0.200244,OXNARD 12,34.1958,-119.166,CISO,CA
37281,0.0,0.082354,0.082354,TUPMAN 2,35.2803,-119.471,CISO,CA
37298,0.040533,0.0,0.040533,LOS ALAMITOS,33.6965,-118.029,CISO,CA
37299,0.072659,0.0,0.072659,HUNTINGTON BEACH 1,33.7682,-118.034,CISO,CA
37300,0.072472,0.0,0.072472,HUNTINGTON BEACH 2,33.7639,-118.11,CISO,CA
37301,0.042034,0.0,0.042034,BUENA PARK 1,33.8797,-118.044,CISO,CA
37302,0.042034,0.0,0.042034,BUENA PARK 2,33.7741,-117.993,CISO,CA
37303,0.05334,0.0,0.05334,HUNTINGTON BEACH 3,33.7672,-118.091,CISO,CA
37304,0.05334,0.0,0.05334,HUNTINGTON BEACH 4,33.6582,-118.006,CISO,CA
37305,0.027902,0.0,0.027902,STANTON 1,33.8023,-118.044,CISO,CA
37306,0.055752,0.0,0.055752,WESTMINSTER 1,33.7709,-117.967,CISO,CA
37307,0.083654,0.0,0.083654,WESTMINSTER 2,33.722,-118.027,CISO,CA
37308,0.055752,0.0,0.055752,WESTMINSTER 3,33.7523,-117.928,CISO,CA
37309,0.065515,0.0,0.065515,BUENA PARK 3,33.8842,-118.004,CISO,CA
37310,0.030604,0.0,0.030604,GARDEN GROVE 1,33.8056,-117.959,CISO,CA
37311,0.030604,0.0,0.030604,GARDEN GROVE 2,33.8607,-118.007,CISO,CA
37312,0.053371,0.0,0.053371,ANAHEIM 1,33.7684,-118.044,CISO,CA
37313,0.083623,0.0,0.083623,ANAHEIM 2,33.7865,-118.074,CISO,CA
37314,0.053371,0.0,0.053371,ANAHEIM 3,33.7359,-117.993,CISO,CA
37315,0.045295,0.0,0.045295,GARDEN GROVE 3,33.702,-117.914,CISO,CA
37316,0.051455,0.0,0.051455,HUNTINGTON BEACH 5,33.7527,-118.014,CISO,CA
37317,0.051455,0.0,0.051455,HUNTINGTON BEACH 6,33.6056,-117.927,CISO,CA
37318,0.048235,0.0,0.048235,FULLERTON 1,33.9414,-117.893,CISO,CA
37319,0.048235,0.0,0.048235,FULLERTON 2,33.7877,-117.956,CISO,CA
37320,0.057833,0.0,0.057833,ANAHEIM 4,33.7851,-117.864,CISO,CA
37321,0.057833,0.0,0.057833,ANAHEIM 5,33.7948,-117.942,CISO,CA
37322,0.05218,0.0,0.05218,FOUNTAIN VALLEY 1,33.6391,-117.897,CISO,CA
37323,0.053029,0.0,0.053029,FOUNTAIN VALLEY 2,33.7061,-118.047,CISO,CA
37324,0.040346,0.0,0.040346,NEWPORT BEACH 1,33.5543,-117.817,CISO,CA
37325,0.050389,0.0,0.050389,GARDEN GROVE 4,33.7787,-117.865,CISO,CA
37326,0.082815,0.0,0.082815,GARDEN GROVE 5,33.7212,-117.834,CISO,CA
37327,0.052905,0.0,0.052905,GARDEN GROVE 6,33.863,-117.868,CISO,CA
37328,0.042127,0.0,0.042127,GARDEN GROVE 7,33.819,-117.976,CISO,CA
37329,0.046123,0.0,0.046123,FULLERTON 3,33.804,-117.931,CISO,CA
37330,0.039798,0.0,0.039798,ANAHEIM 6,33.7985,-117.857,CISO,CA
37331,0.039798,0.0,0.039798,ANAHEIM 7,33.8682,-117.879,CISO,CA
37332,0.089317,0.0,0.089317,COSTA MESA 1,33.5947,-117.838,CISO,CA
37333,0.086118,0.0,0.086118,COSTA MESA 2,33.6805,-117.951,CISO,CA
37334,0.068414,0.0,0.068414,FULLERTON 4,33.8384,-117.899,CISO,CA
37335,0.045978,0.0,0.045978,COSTA MESA 3,33.6033,-117.852,CISO,CA
37336,0.045978,0.0,0.045978,COSTA MESA 4,33.6826,-117.884,CISO,CA
37337,0.06098,0.0,0.06098,SANTA ANA 1,33.7141,-117.886,CISO,CA
37338,0.06098,0.0,0.06098,SANTA ANA 2,33.6871,-117.974,CISO,CA
37339,0.065598,0.0,0.065598,ANAHEIM 8,33.9053,-117.902,CISO,CA
37340,0.065598,0.0,0.065598,ANAHEIM 9,33.7892,-117.99,CISO,CA
37341,0.1372,0.0,0.1372,SANTA ANA 3,33.6403,-117.92,CISO,CA
37342,0.054737,0.0,0.054737,SANTA ANA 4,33.7416,-117.807,CISO,CA
37343,0.031867,0.0,0.031867,FULLERTON 5,33.8417,-117.819,CISO,CA
37344,0.033109,0.0,0.033109,BREA 1,33.9694,-117.97,CISO,CA
37345,0.033109,0.0,0.033109,BREA 2,33.9665,-117.864,CISO,CA
37346,0.033969,0.0,0.033969,SANTA ANA 5,33.723,-117.789,CISO,CA
37347,0.032426,0.0,0.032426,NEWPORT BEACH 2,33.7291,-117.861,CISO,CA
37348,0.034642,0.0,0.034642,ANAHEIM 10,33.8437,-117.795,CISO,CA
37349,0.034642,0.0,0.034642,ANAHEIM 11,33.814,-117.802,CISO,CA
37350,0.099939,0.0,0.099939,SANTA ANA 6,33.6522,-117.781,CISO,CA
37351,0.070971,0.0,0.070971,SANTA ANA 7,33.7642,-117.941,CISO,CA
37352,0.050234,0.0,0.050234,SANTA ANA 8,33.7858,-117.923,CISO,CA
37353,0.050234,0.0,0.050234,SANTA ANA 9,33.7689,-117.778,CISO,CA
37354,0.048484,0.0,0.048484,PLACENTIA 1,33.8157,-117.899,CISO,CA
37355,0.048484,0.0,0.048484,PLACENTIA 2,33.8018,-117.909,CISO,CA
37356,0.070422,0.0,0.070422,ORANGE 1,33.876,-117.837,CISO,CA
37357,0.041475,0.0,0.041475,ORANGE 2,33.7654,-117.864,CISO,CA
37358,0.041475,0.0,0.041475,ORANGE 3,33.8541,-117.941,CISO,CA
37359,0.071137,0.0,0.071137,IRVINE 1,33.6672,-117.82,CISO,CA
37360,0.025645,0.0,0.025645,IRVINE 2,33.5999,-117.901,CISO,CA
37361,0.053805,0.0,0.053805,TUSTIN 1,33.7919,-117.875,CISO,CA
37362,0.053805,0.0,0.053805,TUSTIN 2,33.6572,-117.806,CISO,CA
37363,0.040056,0.0,0.040056,IRVINE 3,33.708,-117.779,CISO,CA
37364,0.114517,0.0,0.114517,YORBA LINDA 1,33.8252,-117.816,CISO,CA
37365,0.034652,0.0,0.034652,ORANGE 4,33.8023,-117.814,CISO,CA
37366,0.107497,0.0,0.107497,SANTA ANA 10,33.8075,-117.835,CISO,CA
37367,0.041661,0.0,0.041661,SANTA ANA 11,33.8553,-117.726,CISO,CA
37368,0.0337,0.0,0.0337,ANAHEIM 12,33.883,-117.8,CISO,CA
37369,0.042924,0.0,0.042924,TUSTIN 3,33.6738,-117.864,CISO,CA
37370,0.061612,0.0,0.061612,IRVINE 4,33.5301,-117.715,CISO,CA
37371,0.035863,0.0,0.035863,IRVINE 5,33.6897,-117.667,CISO,CA
37372,0.035863,0.0,0.035863,IRVINE 6,33.7656,-117.763,CISO,CA
37373,0.042624,0.0,0.042624,IRVINE 7,33.808,-117.722,CISO,CA
37374,0.037344,0.0,0.037344,ANAHEIM 13,33.9226,-117.721,CISO,CA
37375,0.076427,0.0,0.076427,CHINO HILLS 1,33.9909,-117.779,CISO,CA
37376,0.075972,0.0,0.075972,CHINO HILLS 2,33.9293,-117.681,CISO,CA
37377,0.0305,0.0,0.0305,IRVINE 8,33.7494,-117.832,CISO,CA
37378,0.029838,0.0,0.029838,LAGUNA WOODS,33.6649,-117.689,CISO,CA
37379,0.068952,0.0,0.068952,ALISO VIEJO 1,33.5557,-117.791,CISO,CA
37380,0.045699,0.0,0.045699,ALISO VIEJO 2,33.5704,-117.795,CISO,CA
37381,0.071934,0.0,0.071934,YORBA LINDA 2,33.8111,-117.745,CISO,CA
37382,0.03751,0.0,0.03751,DANA POINT,33.4128,-117.614,CISO,CA
37383,0.058982,0.0,0.058982,LAGUNA NIGUEL 1,33.5444,-117.71,CISO,CA
37384,0.058982,0.0,0.058982,LAGUNA NIGUEL 2,33.5279,-117.659,CISO,CA
37385,0.033896,0.0,0.033896,MONTCLAIR 1,34.0145,-117.617,CISO,CA
37386,0.033896,0.0,0.033896,MONTCLAIR 2,34.0916,-117.682,CISO,CA
37387,0.027291,0.0,0.027291,LAGUNA HILLS 1,33.5713,-117.646,CISO,CA
37388,0.04545,0.0,0.04545,LAGUNA HILLS 2,33.4937,-117.737,CISO,CA
37389,0.055141,0.0,0.055141,LAKE FOREST 1,33.6821,-117.65,CISO,CA
37390,0.056062,0.0,0.056062,LAKE FOREST 2,33.7418,-117.672,CISO,CA
37391,0.049913,0.0,0.049913,CHINO 1,33.9383,-117.777,CISO,CA
37392,0.049913,0.0,0.049913,CHINO 2,33.9982,-117.719,CISO,CA
37393,0.049913,0.0,0.049913,CHINO 3,34.0673,-117.634,CISO,CA
37394,0.020965,0.0,0.020965,FOOTHILL RANCH,33.6577,-117.588,CISO,CA
37395,0.052045,0.0,0.052045,ONTARIO 2,33.9753,-117.706,CISO,CA
37396,0.052045,0.0,0.052045,ONTARIO 3,34.0445,-117.63,CISO,CA
37397,0.044332,0.0,0.044332,MISSION VIEJO 1,33.5551,-117.726,CISO,CA
37398,0.044332,0.0,0.044332,MISSION VIEJO 2,33.5247,-117.741,CISO,CA
37399,0.047676,0.0,0.047676,UPLAND 1,34.1069,-117.667,CISO,CA
37400,0.047676,0.0,0.047676,UPLAND 2,34.0481,-117.649,CISO,CA
37401,0.024164,0.0,0.024164,UPLAND 3,34.1739,-117.61,CISO,CA
37402,0.024164,0.0,0.024164,UPLAND 4,34.1529,-117.598,CISO,CA
37403,0.044001,0.0,0.044001,MISSION VIEJO 3,33.7047,-117.631,CISO,CA
37404,0.044001,0.0,0.044001,MISSION VIEJO 4,33.6204,-117.561,CISO,CA
37405,0.040895,0.0,0.040895,LADERA RANCH,33.5018,-117.54,CISO,CA
37406,0.058382,0.0,0.058382,CORONA 1,33.8576,-117.69,CISO,CA
37407,0.054758,0.0,0.054758,CORONA 2,33.8504,-117.538,CISO,CA
37408,0.027312,0.0,0.027312,SAN CLEMENTE 1,33.5592,-117.691,CISO,CA
37409,0.040802,0.0,0.040802,RANCHO SANTA MARGARITA 1,33.5804,-117.617,CISO,CA
37410,0.040802,0.0,0.040802,RANCHO SANTA MARGARITA 2,33.6167,-117.612,CISO,CA
37411,0.032364,0.0,0.032364,SAN JUAN CAPISTRANO 1,33.6007,-117.589,CISO,CA
37412,0.059676,0.0,0.059676,SAN JUAN CAPISTRANO 2,33.4568,-117.521,CISO,CA
37413,0.032116,0.0,0.032116,SAN CLEMENTE 2,33.3329,-117.505,CISO,CA
37414,0.032116,0.0,0.032116,SAN CLEMENTE 3,33.3537,-117.51,CISO,CA
37415,0.050399,0.0,0.050399,ONTARIO 4,34.1698,-117.557,CISO,CA
37416,0.050399,0.0,0.050399,ONTARIO 5,34.1123,-117.662,CISO,CA
37417,0.030387,0.0,0.030387,TRABUCO CANYON 1,33.6302,-117.529,CISO,CA
37418,0.030387,0.0,0.030387,TRABUCO CANYON 2,33.5334,-117.568,CISO,CA
37419,0.063289,0.0,0.063289,CORONA 3,33.834,-117.637,CISO,CA
37420,0.063289,0.0,0.063289,CORONA 4,33.8711,-117.555,CISO,CA
37421,0.036319,0.0,0.036319,RANCHO CUCAMONGA 1,34.1802,-117.53,CISO,CA
37422,0.036319,0.0,0.036319,RANCHO CUCAMONGA 2,34.0599,-117.566,CISO,CA
37423,0.053029,0.0,0.053029,ONTARIO 6,33.9859,-117.542,CISO,CA
37424,0.053029,0.0,0.053029,ONTARIO 7,34.1075,-117.599,CISO,CA
37425,0.062357,0.0,0.062357,RANCHO CUCAMONGA 3,34.1231,-117.492,CISO,CA
37426,0.062357,0.0,0.062357,RANCHO CUCAMONGA 4,34.1301,-117.644,CISO,CA
37427,0.046103,0.0,0.046103,RANCHO CUCAMONGA 5,34.061,-117.668,CISO,CA
37428,0.025345,0.0,0.025345,NORCO,33.8882,-117.636,CISO,CA
37429,0.042831,0.0,0.042831,PHELAN,34.3515,-117.493,CISO,CA
37430,0.027995,0.0,0.027995,MIRA LOMA 1,33.8958,-117.509,CISO,CA
37431,0.027995,0.0,0.027995,MIRA LOMA 2,34.0642,-117.521,CISO,CA
37432,0.043556,0.0,0.043556,CORONA 5,33.9597,-117.5,CISO,CA
37433,0.043556,0.0,0.043556,CORONA 6,33.9487,-117.562,CISO,CA
37434,0.05422,0.0,0.05422,CORONA 7,33.9045,-117.486,CISO,CA
37435,0.028875,0.0,0.028875,CORONA 8,33.9204,-117.425,CISO,CA
37436,0.033741,0.0,0.033741,RANCHO CUCAMONGA 6,34.2433,-117.485,CISO,CA
37437,0.032416,0.0,0.032416,RANCHO CUCAMONGA 7,34.0863,-117.486,CISO,CA
37438,0.044415,0.0,0.044415,RIVERSIDE 1,33.9232,-117.551,CISO,CA
37439,0.044415,0.0,0.044415,RIVERSIDE 2,33.9198,-117.493,CISO,CA
37440,0.027301,0.0,0.027301,CORONA 9,33.6831,-117.438,CISO,CA
37441,0.027301,0.0,0.027301,CORONA 10,33.6627,-117.497,CISO,CA
37442,0.035263,0.0,0.035263,FONTANA 1,34.0188,-117.514,CISO,CA
37443,0.035263,0.0,0.035263,FONTANA 2,33.9739,-117.464,CISO,CA
37444,0.059262,0.0,0.059262,FONTANA 3,34.0251,-117.416,CISO,CA
37445,0.059262,0.0,0.059262,FONTANA 4,34.0993,-117.505,CISO,CA
37446,0.059262,0.0,0.059262,FONTANA 5,34.1816,-117.38,CISO,CA
37447,0.054924,0.0,0.054924,FONTANA 6,34.0926,-117.418,CISO,CA
37448,0.054924,0.0,0.054924,FONTANA 7,34.1824,-117.439,CISO,CA
37449,0.054924,0.0,0.054924,FONTANA 8,34.2382,-117.547,CISO,CA
37450,0.03049,0.0,0.03049,ADELANTO 1,34.6578,-117.411,CISO,CA
37451,0.03049,0.0,0.03049,ADELANTO 2,34.5394,-117.509,CISO,CA
37452,0.029175,0.0,0.029175,CAMP PENDLETON,33.4145,-117.45,CISO,CA
37453,0.052501,0.0,0.052501,RIVERSIDE 3,33.9055,-117.385,CISO,CA
37454,0.052501,0.0,0.052501,RIVERSIDE 4,33.8424,-117.513,CISO,CA
37455,0.052501,0.0,0.052501,RIVERSIDE 5,33.8889,-117.353,CISO,CA
37456,0.046714,0.0,0.046714,RIVERSIDE 6,34.0419,-117.43,CISO,CA
37457,0.046714,0.0,0.046714,RIVERSIDE 7,33.9411,-117.378,CISO,CA
37458,0.046714,0.0,0.046714,RIVERSIDE 8,34.1011,-117.541,CISO,CA
37459,0.051114,0.0,0.051114,VICTORVILLE 1,34.3862,-117.314,CISO,CA
37460,0.051114,0.0,0.051114,VICTORVILLE 2,34.5622,-117.326,CISO,CA
37461,0.037251,0.0,0.037251,RIALTO 1,34.257,-117.356,CISO,CA
37462,0.0387,0.0,0.0387,HESPERIA 1,34.3853,-117.329,CISO,CA
37463,0.050109,0.0,0.050109,RIVERSIDE 9,33.9214,-117.311,CISO,CA
37464,0.050109,0.0,0.050109,RIVERSIDE 10,33.9889,-117.456,CISO,CA
37465,0.02873,0.0,0.02873,BLOOMINGTON,34.0384,-117.48,CISO,CA
37466,0.052822,0.0,0.052822,SAN BERNARDINO 1,34.311,-117.295,CISO,CA
37467,0.052822,0.0,0.052822,SAN BERNARDINO 2,34.125,-117.303,CISO,CA
37468,0.050637,0.0,0.050637,RIALTO 2,34.1937,-117.321,CISO,CA
37469,0.050637,0.0,0.050637,RIALTO 3,34.1743,-117.378,CISO,CA
37470,0.050637,0.0,0.050637,RIALTO 4,34.1736,-117.43,CISO,CA
37471,0.088395,0.0,0.088395,RIVERSIDE 11,34.0675,-117.284,CISO,CA
37472,0.046786,0.0,0.046786,LAKE ELSINORE 1,33.5705,-117.378,CISO,CA
37473,0.046786,0.0,0.046786,LAKE ELSINORE 2,33.6384,-117.299,CISO,CA
37474,0.073611,0.0,0.073611,RIVERSIDE 12,33.9339,-117.386,CISO,CA
37475,0.040999,0.0,0.040999,RIVERSIDE 13,33.877,-117.277,CISO,CA
37476,0.037623,0.0,0.037623,OCEANSIDE 1,33.2746,-117.318,CISO,CA
37477,0.033047,0.0,0.033047,VICTORVILLE 3,34.6184,-117.346,CISO,CA
37478,0.030966,0.0,0.030966,VICTORVILLE 4,34.6304,-117.374,CISO,CA
37479,0.011885,0.0,0.011885,HELENDALE,34.7923,-117.444,CISO,CA
37480,0.057843,0.0,0.057843,MURRIETA 1,33.4977,-117.348,CISO,CA
37481,0.057843,0.0,0.057843,MURRIETA 2,33.4634,-117.355,CISO,CA
37482,0.032613,0.0,0.032613,RIVERSIDE 14,33.8329,-117.385,CISO,CA
37483,0.054044,0.0,0.054044,RIVERSIDE 15,33.9214,-117.337,CISO,CA
37484,0.054044,0.0,0.054044,RIVERSIDE 16,33.9271,-117.299,CISO,CA
37485,0.050037,0.0,0.050037,PERRIS 1,33.7153,-117.416,CISO,CA
37486,0.050037,0.0,0.050037,PERRIS 2,33.8193,-117.356,CISO,CA
37487,0.024423,0.0,0.024423,SAN BERNARDINO 3,34.1686,-117.339,CISO,CA
37488,0.048225,0.0,0.048225,CARLSBAD 1,33.0893,-117.314,CISO,CA
37489,0.025759,0.0,0.025759,CARLSBAD 2,33.1597,-117.356,CISO,CA
37490,0.039539,0.0,0.039539,OCEANSIDE 2,33.2426,-117.316,CISO,CA
37491,0.039539,0.0,0.039539,OCEANSIDE 3,33.3913,-117.269,CISO,CA
37492,0.026908,0.0,0.026908,SAN BERNARDINO 4,34.223,-117.354,CISO,CA
37493,0.048898,0.0,0.048898,HESPERIA 2,34.4135,-117.357,CISO,CA
37494,0.048898,0.0,0.048898,HESPERIA 3,34.3031,-117.315,CISO,CA
37495,0.051238,0.0,0.051238,HESPERIA 4,34.336,-117.355,CISO,CA
37496,0.046041,0.0,0.046041,SAN BERNARDINO 5,34.0565,-117.247,CISO,CA
37497,0.046041,0.0,0.046041,SAN BERNARDINO 6,34.1312,-117.232,CISO,CA
37498,0.048298,0.0,0.048298,OCEANSIDE 4,33.2452,-117.264,CISO,CA
37499,0.048298,0.0,0.048298,OCEANSIDE 5,33.1064,-117.321,CISO,CA
37500,0.079378,0.0,0.079378,CARLSBAD 3,33.1401,-117.342,CISO,CA
37501,0.039508,0.0,0.039508,VICTORVILLE 5,34.5781,-117.266,CISO,CA
37502,0.039508,0.0,0.039508,VICTORVILLE 6,34.5052,-117.255,CISO,CA
37503,0.052646,0.0,0.052646,COLTON 1,34.1131,-117.21,CISO,CA
37504,0.081376,0.0,0.081376,COLTON 2,34.0244,-117.297,CISO,CA
37505,0.05041,0.0,0.05041,OCEANSIDE 6,33.2574,-117.371,CISO,CA
37506,0.111659,0.0,0.111659,OCEANSIDE 7,33.2272,-117.311,CISO,CA
37507,0.017497,0.0,0.017497,CRESTLINE,34.252,-117.204,CISO,CA
37508,0.029041,0.0,0.029041,SAN BERNARDINO 7,34.1286,-117.18,CISO,CA
37509,0.045771,0.0,0.045771,ENCINITAS 1,33.1185,-117.322,CISO,CA
37510,0.047728,0.0,0.047728,ENCINITAS 2,33.0227,-117.287,CISO,CA
37511,0.027819,0.0,0.027819,WILDOMAR 1,33.6996,-117.357,CISO,CA
37512,0.034631,0.0,0.034631,WILDOMAR 2,33.5742,-117.31,CISO,CA
37513,0.04689,0.0,0.04689,MORENO VALLEY 1,33.9228,-117.19,CISO,CA
37514,0.04689,0.0,0.04689,MORENO VALLEY 2,33.9353,-117.321,CISO,CA
37515,0.067202,0.0,0.067202,LA JOLLA 1,32.7628,-117.253,CISO,CA
37516,0.043587,0.0,0.043587,LA JOLLA 2,32.8071,-117.265,CISO,CA
37517,0.03108,0.0,0.03108,SUN CITY 1,33.7341,-117.157,CISO,CA
37518,0.024516,0.0,0.024516,DEL MAR,32.9546,-117.266,CISO,CA
37519,0.034455,0.0,0.034455,VISTA 1,33.1765,-117.281,CISO,CA
37520,0.068693,0.0,0.068693,MORENO VALLEY 3,33.8253,-117.149,CISO,CA
37521,0.068693,0.0,0.068693,MORENO VALLEY 4,33.9439,-117.307,CISO,CA
37522,0.057398,0.0,0.057398,CARLSBAD 4,33.125,-117.2,CISO,CA
37523,0.037965,0.0,0.037965,CARLSBAD 5,33.1608,-117.244,CISO,CA
37524,0.025531,0.0,0.025531,VISTA 2,33.1088,-117.255,CISO,CA
37525,0.043307,0.0,0.043307,VISTA 3,33.0958,-117.208,CISO,CA
37526,0.036019,0.0,0.036019,SAN DIEGO 1,32.6125,-117.136,CISO,CA
37527,0.043732,0.0,0.043732,SAN DIEGO 2,32.7014,-117.255,CISO,CA
37528,0.049064,0.0,0.049064,SAN DIEGO 3,32.6929,-117.253,CISO,CA
37529,0.028709,0.0,0.028709,MORENO VALLEY 5,33.8914,-117.299,CISO,CA
37530,0.094473,0.0,0.094473,SAN BERNARDINO 8,34.1138,-117.311,CISO,CA
37531,0.054292,0.0,0.054292,SAN BERNARDINO 9,34.1558,-117.308,CISO,CA
37532,0.053391,0.0,0.053391,SAN DIEGO 4,32.8839,-117.253,CISO,CA
37533,0.045606,0.0,0.045606,SAN DIEGO 5,32.891,-117.253,CISO,CA
37534,0.043929,0.0,0.043929,CORONADO 1,32.7467,-117.199,CISO,CA
37535,0.04309,0.0,0.04309,FALLBROOK 1,33.4802,-117.307,CISO,CA
37536,0.04309,0.0,0.04309,FALLBROOK 2,33.3794,-117.127,CISO,CA
37537,0.077649,0.0,0.077649,PERRIS 3,33.9,-117.181,CISO,CA
37538,0.048929,0.0,0.048929,PERRIS 4,33.9207,-117.201,CISO,CA
37539,0.044405,0.0,0.044405,VISTA 4,33.3052,-117.276,CISO,CA
37540,0.044405,0.0,0.044405,VISTA 5,33.1461,-117.103,CISO,CA
37541,0.074522,0.0,0.074522,SAN DIEGO 6,32.8081,-117.236,CISO,CA
37542,0.047832,0.0,0.047832,SAN DIEGO 7,32.8578,-117.219,CISO,CA
37543,0.019733,0.0,0.019733,LAKE ARROWHEAD,34.3329,-117.154,CISO,CA
37544,0.071675,0.0,0.071675,SUN CITY 2,33.6312,-117.273,CISO,CA
37545,0.051176,0.0,0.051176,HIGHLAND 1,34.0627,-117.234,CISO,CA
37546,0.051176,0.0,0.051176,HIGHLAND 2,34.054,-117.101,CISO,CA
37547,0.039984,0.0,0.039984,SAN MARCOS 1,33.1302,-117.237,CISO,CA
37548,0.039984,0.0,0.039984,SAN MARCOS 2,33.1677,-117.137,CISO,CA
37549,0.04044,0.0,0.04044,MENIFEE 1,33.6406,-117.129,CISO,CA
37550,0.04044,0.0,0.04044,MENIFEE 2,33.6837,-117.185,CISO,CA
37551,0.047707,0.0,0.047707,SUN CITY 3,33.8106,-117.167,CISO,CA
37552,0.042241,0.0,0.042241,REDLANDS 1,34.1671,-117.234,CISO,CA
37553,0.03752,0.0,0.03752,REDLANDS 2,34.0315,-117.22,CISO,CA
37554,0.04075,0.0,0.04075,SAN DIEGO 8,32.8992,-117.254,CISO,CA
37555,0.04075,0.0,0.04075,SAN DIEGO 9,32.8329,-117.191,CISO,CA
37556,0.034932,0.0,0.034932,SAN DIEGO 10,32.7919,-117.153,CISO,CA
37557,0.065111,0.0,0.065111,SAN DIEGO 11,32.7871,-117.105,CISO,CA
37558,0.042024,0.0,0.042024,SAN DIEGO 12,32.9026,-117.229,CISO,CA
37559,0.042024,0.0,0.042024,SAN DIEGO 13,32.7515,-117.217,CISO,CA
37560,0.028947,0.0,0.028947,SAN DIEGO 14,32.77,-117.213,CISO,CA
37561,0.028947,0.0,0.028947,SAN DIEGO 15,32.8248,-117.253,CISO,CA
37562,0.037116,0.0,0.037116,APPLE VALLEY 1,34.5232,-117.179,CISO,CA
37563,0.037116,0.0,0.037116,APPLE VALLEY 2,34.4527,-117.208,CISO,CA
37564,0.034745,0.0,0.034745,REDLANDS 3,34.0944,-117.234,CISO,CA
37565,0.031142,0.0,0.031142,REDLANDS 4,34.0972,-117.206,CISO,CA
37566,0.043204,0.0,0.043204,SAN MARCOS 3,33.216,-117.077,CISO,CA
37567,0.043204,0.0,0.043204,SAN MARCOS 4,33.2004,-117.236,CISO,CA
37568,0.050213,0.0,0.050213,MURRIETA 3,33.574,-117.205,CISO,CA
37569,0.050213,0.0,0.050213,MURRIETA 4,33.5411,-117.174,CISO,CA
37570,0.035139,0.0,0.035139,SAN DIEGO 16,32.7343,-117.123,CISO,CA
37571,0.068341,0.0,0.068341,SAN DIEGO 17,32.9275,-117.219,CISO,CA
37572,0.093334,0.0,0.093334,SAN DIEGO 18,32.8664,-117.157,CISO,CA
37573,0.024993,0.0,0.024993,SAN DIEGO 19,32.8376,-117.134,CISO,CA
37574,0.035066,0.0,0.035066,APPLE VALLEY 3,34.5634,-117.166,CISO,CA
